Title,Size (m²),Zone,Status,Description
"Apartamento T2, situado na Avenida Afonso III, em Lisboa",90.0,Av. Afonso III (São João),Renovado,"Apartamento T2 com uma área total de 90 m2 situado na Avenida Afonso III, em Lisboa.   Ref: PF1773  O Apartamento é composto por: - Cozinha Americana com Sala, de estilo moderno e elegante com esquema de móveis "
Apartamento T3 Remodelado Murtal,98.0,Murtal,Recuperado,"Apartamento de quatro assoalhadas, completamente remodelado com materiais de elevada qualidade, com garagem box e estacionamento exterior, inserido em prédio de seis apartamentos em excelente estado de conservação, no "
Apartamento T4 na Urbanização do Infantado em Loures,202.0,Quinta do Infantado,Usado,"Apartamento T4 na Urbanização do Infantado em Loures.   Referência: CZ1800  Apartamento composto por:   - Cozinha totalmente equipada.   - Sala ampla, com zona de estar e zona de jantar.   - Uma suite com closet e área de "
"T3 com condições especiais de financiamento, em Monte Abraão.",127.0,Massamá e Monte Abraão,Usado,"T3 com condições especiais de financiamento, com áreas bastante generosas, situado em Monte Abraão. Apartamento num andar alto, num edifício com elevador, com áreas grandes, distribuídas de forma homogénea. Para além de "
T1 com vista deslumbrante de cidade em empreendimento novo no Príncipe Real,71.0,Príncipe Real (Mercês),Novo,"Empreendimento pronto a ser escriturado!  Apartamento T1, com grande varanda com vista deslumbrante sobre a cidade, inserido em empreendimento novo (a estrear) no Príncipe Real.  Cozinha equipada;  Ar condicionado;  "
T3 Parede - Carcavelos C/ Box,120.0,Buzano (Parede),Usado,"FAÇA CONNOSCO O MELHOR NEGÓCIO  T3 em São Domingos de Rana (Bairro da Terplana) com área útil de 105 m² e uma Garagem Box para 1 carro. Casa com uma boa localização, trata-se de um 2º andar composto por 3 quartos, 1 dos "
"T2 com vista desafogada - Infantado, Loures",82.0,Infantado,Usado,"T2 localizado no Infantado, a 10 minutos de Lisboa, perto de serviços, comércio, escolas e transportes. A 1Km do Loureshopping Vista desafogada Prédio com dois elevadores. Cozinha equipada com forno, placa vitrocerâmica, "
T1 | OBRAS TOTAIS | BAIRRO DE CAMPO DE OURIQUE,46.0,Campo de Ourique,Usado,"T1 | OBRAS TOTAIS | BAIRRO DE CAMPO DE OURIQUE  Apartamento T1 para remodelação total, situado num 4º, na Rua Pereira e Sousa, em prédio de placa com dois elevadores.  Composto por cozinha, sala, quarto e casa de banho.   "
Apartamento T2 Semi-novo na Alta de Lisboa - Lumiar,141.0,Lumiar,Usado,"Situado no empreendimento Casas do Parque, este moderno e confortável apartamento T2 tem muita luz e vista desafogada para o Jardim da Quinta das Conchas e dos Lilases.Imóvel com boas áreas e materiais nobre, muito bem "
T2 Triplex vista mar - centro da Parede - Cascais,111.0,Parede,Usado,RESPOSTA CONVERGENTE – A Imobiliária AMI 9465  Comercializado por CONVERGENTE MEM MARTINS A abrir portas aos nossos clientes desde 2012.   DESCRIÇÃO DO IMÓVEL  Imagina-se a ter um prédio só para si?  Este apartamento tem 3 
Sofisticado apartamento no Príncipe Real a estrear,60.0,Santo António,Usado,"Sofisticado apartamento no Príncipe Real a estrear  Junto ao emblemático Jardim do Príncipe Real, na Calçada Engenheiro Miguel Pais, descubra este lindíssimo e luminoso T1+1 que foi agora totalmente intervencionado com os "
T2 na Damaia totalmente remodelado,74.0,Águas Livres,Renovado,"Apartamento T2 na Damaia, virado a Sul. Totalmente remodelado com uma área de 74m2. Cozinha completamente equipada, sala com varanda, quartos ambos com roupeiro. Localizado perto de todo o tipo de serviços, prédio pequeno e "
"Andar de Moradia T3 com terraço na Mealhada, Loures",89.0,Mealhada,Usado,"Andar de Moradia T3 na Mealhada, Loures   Referência: JPR1893   Andar de moradia T3 composto por:   - Cozinha com varanda.   - Sala com varanda.   - Terraço com churrasqueira.   - Wc completo de serviço aos quartos.  - 3 "
"Apartamento T4 na povoa de Santo Adrião, em Odivelas,",133.0,Centro (Póvoa de Santo Adrião),Usado,"Apartamento T4 na povoa de Santo Adrião, em Odivelas,  Apartamento de 5 assoalhadas com Áreas muito generosas; Com: · Cozinha bastante grande; · Sala com marquise; · Quarto com roupeiro e varanda + 3 quartos · 2 wc com "
T1 com vista deslumbrante de cidade em empreendimento novo no Príncipe Real,71.0,Príncipe Real (Mercês),Novo,"Empreendimento pronto a ser escriturado!  Apartamento T1, com grande varanda com vista deslumbrante sobre a cidade, inserido em empreendimento novo (a estrear) no Príncipe Real.  Cozinha equipada;  Ar condicionado;  "
"T3 em Casal Novo - Caneças, com arrecadação e garagem (box)",130.0,Casal Novo (Caneças),Usado,"Apartamento de 4 assoalhadas em excelente estado de conservação com 2 frentes e boa exposição solar.  Este imóvel dispõe de arrecadação no sótão com 35 m² e garagem com 49 m².  Inserido em prédio sem elevador de 3 pisos, "
APARTAMENTO T2 CENTRO CASAL SÃO BRÁS,80.0,Casal de São Brás (São Brás),Usado,"APARTAMENTO T2 CENTRO CASAL SÃO BRÁS  Visita virtual:  (url)    Ótimo apartamento com três assoalhadas e despensa, com duas frentes exposição solar Norte/Este, num 7º andar com dois elevadores e facilidade de estacionamento "
,50.0,Massamá e Monte Abraão,Usado,"T1 com arrecadação, em bom estado de conservação.  Edifício pintado em 2018.  Localizado junto à igreja de Massamá, com escolas, comercio e transportes à porta.  Comboio a apenas 2 minutos a pé .  Excelente investimento  ;ID "
T1 em Benfica com fantástico logradouro.,68.0,Benfica,Usado,"Fantástico apartamento de 2 assoalhadas junto à Estrada de Benfica com um magnifico jardim de 93m2. Excelente luminosidade. Zona calma mas próximo de todo o tipo de comércio, escolas e transportes. Não perca esta "
Apartamento T3 Lumiar,122.0,Lumiar,Usado,"OPORTUNIDADE ! BOM INVESTIMENTO ! Apartamento T3 num 4º andar, com 1 lugar de garagem, em prédio com 2 elevadores, no Lumiar junto ao Colégio São João de Brito. Descrição aproximada : Hall de Entrada; Cozinha equipada "
T1 | OBRAS TOTAIS | BAIRRO DE CAMPO DE OURIQUE,46.0,Campo de Ourique,Usado,"T1 | OBRAS TOTAIS | BAIRRO DE CAMPO DE OURIQUE  Apartamento T1 para remodelação total, situado num 4º, na Rua Pereira e Sousa, em prédio de placa com dois elevadores.  Composto por cozinha, sala, quarto e casa de banho.   "
T1 com terraço em empreendimento novo no Príncipe Real,89.0,Príncipe Real (Mercês),Novo,"Empreendimento pronto a ser escriturado!  Apartamento T1, inserido em empreendimento novo (a estrar) no Príncipe Real.  Terraço com 19,13 m2;  Cozinha equipada;  Ar condicionado;  Caixilharia com vidros duplos com corte "
"Apartamento T2, para Venda, S. Pedro do Estoril",86.0,São Pedro do Estoril (Estoril),Usado,"Apartamento T2, com parqueamento, na zona nobre de São Pedro do Estoril ao lado do mar e estação de comboios  Este acolhedor apartamento proporciona um bem-estar, conforto e excelente localização. Boa Exposição Solar.  O "
"T4 com garagem 3 carros - Urb. Infantado, Loures",226.0,Quinta do Infantado,Usado,"Excelente T4 localizado na Urbanização do Infantado a 10 minutos de Lisboa. Urbanização com muito comércio local e junto ao LoureShopping. Aquecimento central, ar condicionado, som ambiente, painéis solares, aspiração "
"Oportunidade Apartamento T3 com localização preveligiada , muito soalheiro em rua pouco movimentada de Queluz.",106.0,Pendão (Queluz),Usado,"Apartamento de 4 assoalhadas em 2º piso de prédio de 3 andares, com vista totalmente desafogada, e virado a sul, excelente potencial, pois estando em bom estado, pela sua idade necessita efectuar obras de remodelação na "
Terraços de Belas I - Apartamento T3,200.0,Belas Clube de Campo (Belas),Usado,"Excelente apartamento T3, com 157 m² de área privativa e 43 m² de terraço. Dispõe de 1 suite, 2 quartos com casa de banho de apoio, sala de estar com lareira, lavabo social e cozinha equipada com lavandaria. Aquecimento "
,28.0,Algés,Usado,"Este T0 está muito bem localizado em Linda a Velha. É um investimento com rentabilidade garantida!  Localizado na Rua João Chagas, perto de transportes, supermercados, papelarias, restaurantes, farmácia e tudo o que precisa. "
,85.0,Oeiras e São Julião da Barra,Usado,"Apartamento com 2 quartos com roupeiros, sala ampla, 1 casa de banho com janela, Varanda com vista.   Aquecimento central, renovada há 1 ano  Elevador  Garagem Box  Porta Blindada  R/ch alto na zona dos quartos, restante "
,103.0,Sacavém e Prior Velho,Usado,"Venha conhecer este fantástico T2 na Urbanização Terraços da Ponte em Sacavém. Perto de todo o tipo de comércio, com excepcionais acessibilidades a Lisboa, este apartamento pode ser a sua próxima casa!    Com 103 m2 de área, "
,110.0,Alcabideche,Usado,"Apartamento T3  Área 110m2  Completamente remodelado em 2018  Canalização e instalação eléctrica feita de raiz.  Caixilharia nova em termo laminado branco, com sistema oscilobatente, Na frente te virada a norte, cozinha "
,38.0,Santa Maria Maior,Usado,VISITA VIRTUAL DISPONÍVEL - VISITE O APARTAMENTO SEM SAIR DE CASA. Clique no botão VR TOUR.    Apartamento T0 totalmente remodelado na Mouraria em edifício bem conservado e a 5 minutos a pé da Praça do Martim Moniz.  Todo o 
,35.0,Santa Maria Maior,Usado,"Apartamento T1 remodelado no coração de Alfama em edifício bem conservado e a 5 minutos do Panteão Nacional.  Todo o apartamento foi modernizado dispondo agora de cozinha semi equipada, Ar Condicionado, iluminação led "
,24.0,Misericórdia,Usado,"VISITA VIRTUAL DISPONÍVEL - VISITE O APARTAMENTO SEM SAIR DE CASA. Clique no botão VR TOUR.    Apartamento T1 situado num R/C em Santa Catarina em edifício bem conservado e a 5 minutos a pé da Santa Catarina, junto à Calçada "
"| Guest House Com Rooftop Terrace, Junto da Avenida da Liberdade |",493.0,Av. da Liberdade (São José),Recuperado,"| Apartamento T9, Com Rooftop Terrace, Junto da Avenida da Liberdade |  * NOVO PREÇO | Antes 2.150.000€, Agora 1.850.000€ * --- 493m2 (240m2 + 253m2 Rooftop com Terraço de uso privado em PH) --- Apartamento T9, composto por "
Apartamento T3 -Terraços de Belas II,218.0,Belas Clube de Campo (Belas),Usado,"Excelente apartamento T3, com 176 m² de área privativa e um terraço de 42m2. Dispõe de 1 suite e 2 quartos, sala comum com lareira (40 m2) com acesso ao terraço. Cozinha com zona de lavandaria. Aquecimento central em toda a "
"Apartamento T3 Ericeira, vista mar",126.0,Ericeira,Recuperado,"Apartamento T3(4ass), totalmente remodelado. com varanda vista mar.  É um r/c alto, num prédio de 3 andares(6 inquilinos), com parqueamento, arrecadação e logradouro coberto(36 m2), localizado em prédio sem elevador em "
"Apartamento T2 a estrear, com garagem e vista rio junto à General Roçadas",89.0,Penha de França,Usado,"Apartamento T2 a estrear, com garagem, arrecadação e vista rio junto à General Roçadas  Se privilegia a localização, conforto, exposição solar, ou se sonha com uma casa com vista rio e garagem no centro de Lisboa, esta é a "
T3 Venda Nova - totalmente remodelado,85.0,Arredores (Venda Nova),Renovado,"Apartamento de 4 assoalhadas na Venda Nova, totalmente remodelado, com as seguintes áreas: - Sala 18 m2 com varanda ; - Quarto com 12 m2 ; - Quarto com 13 m2 com roupeiro ; - Suite com 12 m2 com wc 2m2 e marquise de 2m2 ; - "
Apartamento T3 - Terraços de Belas II,202.0,Belas Clube de Campo (Belas),Usado,"Excelente apartamento T3, com 171 m² de área privativa e um terraço de 31m2. Dispõe de 1 suite e 2 quartos, sala comum com lareira (41 m2) com acesso ao terraço (31 m2). Cozinha com entrada de serviço e zona de lavandaria. "
"Apartamento T2, para Venda, S. Pedro do Estoril",86.0,São Pedro do Estoril (Estoril),Usado,"Apartamento T2, com parqueamento, na zona nobre de São Pedro do Estoril ao lado do mar e estação de comboios  Este acolhedor apartamento proporciona um bem-estar, conforto e excelente localização. Boa Exposição Solar.  O "
"Apartamento T0 em Venteira, Amadora",38.0,Centro  (Venteira),Usado,"Até 100 % Financiamento  IMÓVEL DE BANCO - OPORTUNIDADE - OFERTA DESPESAS CONTRATO CONDIÇÕES DE FINANCIAMENTO GARANTIDAS.(Financiamento até 100%)   Imóvel composto por 1 sala(s), 0 quarto(s) e 1 wc(s).  Ano construção: 1961  "
Apartamento T3 com páteo interior . Principe Real . Lisboa,170.0,Misericórdia,Em construção,"Amplo apartamento T3, em fase de remodelação, localizado a 300 mts dos jardins do Principe Real, Lisboa. Inserido em antigo palacete, o que lhe confere muito charme.  Encontra-se em fase de remodelaçao, que proporcionará ao "
"Apartamento T3 em Massamá/Monte Abraão, Sintra",127.0,Massamá e Monte Abraão,Usado,"Até 100 % Financiamento  IMÓVEL DE BANCO - OPORTUNIDADE - OFERTA DESPESAS CONTRATO CONDIÇÕES DE FINANCIAMENTO GARANTIDAS.(Financiamento até 100%)   Apartamento T3 com 3 quartos um deles suite, sala, Hall, cozinha, wc, com "
T1 com terraço em empreendimento novo no Príncipe Real,86.0,Príncipe Real (Mercês),Novo,"Empreendimento pronto a ser escriturado!  Apartamento T1, inserido em empreendimento novo (a estrear) no Príncipe Real.  Terraço com 19,13 m2;  Cozinha equipada;  Ar condicionado;  Caixilharia com vidros duplos com corte "
"Apartamento de 6 assoalhas , remodelado, nas Avenidas Novas (Bairro Azul)",190.0,Bairro Azul (Nossa Senhora de Fátima),Recuperado,"Apartamento de 6 Assoalhadas, localizado no Bairro Azul, uma das melhores zonas de Lisboa para se viver. Prédio com imenso requinte de 1934, com apenas um apartamento por piso. Apartamento com áreas generosas e com uma "
Apartamento T3 Completamente Remodelado,85.0,Algueirão-Mem Martins,Usado,"RESPOSTA CONVERGENTE – A imobiliária  AMI 9465  Comercializado por CONVERGENTE MEM MARTINS  A abrir portas aos nossos clientes desde 2012.  DESCRIÇÃO DO IMÓVEL  Apartamento T3, localizado em Mem Martins, completamente "
MPOU1026 - Apartamento T2 na Rua António Feijó em Massamá,97.0,Casal Gouveia (Massamá),Usado,"MPOU1026 - Apartamento T2 (3 ass.) situado na Rua António Feijó em Massamá com excelentes áreas e bons acabamentos. Situado numa zona residencial bastante calma e facilidade de estacionamento, bem servido de comércio e "
ERICEIRA T2 NOVO VISTA MAR,105.0,Ericeira,Novo,Apartamento T2 design moderno e elegante com acabamentos de alta qualidade inserido em condomínio privado com PISCINA. Próximo ao Centro de Ericeira fácil acesso à autoestrada A8 e a 35 minutos de Lisboa.  Descrição :  - 
"T3, excelentes áreas, Quinta das Drogas, Alverca",130.0,Quinta das Drogas (Alverca do Ribatejo),Usado,"T3, excelentes áreas Quinta das Drogas, Alverca Excelente localização, sala c/ lareira, varandas em todo o apartamento, 2 roupeiros, 2 instalações sanitárias, Ar condicionado na sala. Prédio com 2 elevadores, gás na"
"Apartamento T2, Lisboa",67.0,Santa Maria Maior,Por recuperar,"Apartamento T2 para remodelar, inserido em prédio de traça antiga.  Principais Áreas: . Sala; . Cozinha; . Quarto; . Quarto; . Wc;  Localiza-se a 300 metros de distância da estação de metro de Martim Moniz, a 550 metros de "
T3 com áreas generosas. Sala com 27m2 bastante luminosa com lareira e pavimento flutuante,127.0,Bom Sucesso (Alverca do Ribatejo),Usado,Apartamento T3  Cozinha com móveis em mogno Hall de entrada espaçoso Sala com 27m2 bastante luminosa com lareira e pavimento flutuante 2 Casas de Banho 1 suíte de cerca de 15m2 Todas as varandas são fechadas e com estores. 
"Magnifico Apartamento Paço de Arcos - T5 - 3 Frentes , 2 Entradas , 4 casas de banho Despensa Vidros Duplos/ Acústicos Pre instalação Aquecimento Vista Lindíssima Mar",191.0,Alto da Barra (Oeiras e São Julião Barra),Por recuperar,"Para Habitação , Exploração ou Investimento   Paço de Arcos  tem  charme e um aroma perfumado difícil de descrever e fazer sentir  A Vista , deslumbrante sobre o rio/mar , desde a barra até à ponte 25 de Abril  passando pela "
Apartamento T1 com 1 lugar de garagem,74.0,Benfica,Usado,"Garantimos todas as medidas de segurança e protecção de todos os intervenientes nas visitas presenciais  Apartamento com um quarto, sala, cozinha equipada e IS situado em Benfica, com lugar de garagem, arrecadação e acesso a "
"T3 Semi novo, com box para 3 carros",-,Quinta da Piedade 2ª Fase (Póvoa de Santa Iria),Usado,"Apartamento de quatro assoalhadas, semi - novo. Frentes nascente(quartos), e poente(sala e cozinha). Vista rio e serra. Cozinha equipada com máquinas Bosch e combinado Samsung.Despensa  Sala com lareira a gás. Varanda. "
T1 com garagem ao lado da Av. da Liberdade,68.0,Coração de Jesus,Renovado,"Apartamento T1 com 65m, em excelente estado, com bons acabamentos, em Arroios.  Apartamento remodelado inserido em prédio com elevador, com uma vaga de garagem para carro e mota.  Localização privilegiada, no centro de "
Carnide - Rua Maria Brown - T3 - 120m2,120.0,Colombo,Novo,350000€ 120 m2 Prédio com elevador Rua Maria Brown Apartamento com reabilitação total Junto ao centro Comercial Colombo Apartamento com boa entrada de luz natural Cozinha equipada Sala 1 Suite 2 Quartos 2 Wc Hall de entrada 
Excelente Penthouse de luxo T3+1 nas Amoreiras com vista deslumbrante e muita luz natural,217.0,Avenidas Novas,Renovado,Excelente Penthouse luxo T3+1 nas Amoreiras com vista deslumbrante e muita luz natural. Imóvel de linhas rectas com bons acabamentos contemporâneos num ponto alto da cidade com vistas 360º. Edifício de Prestigio em zona 
T2 Terraço - Tapada das Mercês,78.0,Rio de Mouro,Usado,Vende-se apartamento 3 assoalhadas com terraço a 5 minutos a pé da estação de comboio da Tapada das Mercês. Sala com lareira. Roupeiro em um dos quartos. Varanda. Wc com janela. Arrecadação no sótão. Soalheiro. Vista serra. 
Apartamento T3 duplex com terraço perto da Av. da Liberdade,192.0,Praça da Alegria (São José),Em construção,"Apartamento T3 duplex com 179m2 e terraço de 13m2 inserido num novo empreendimento localizado a apenas 4 minutos da Avenida da Liberdade.   No coração cosmopolita da cidade, e a 8 minutos do Chiado, num bairro feito de "
Apartamento T2 perto da Av. da Liberdade,78.0,Praça da Alegria (São José),Em construção,"Apartamento T2 com 78m2 inserido num novo empreendimento localizado a apenas 4 minutos da Avenida da Liberdade.   No coração cosmopolita da cidade, e a 8 minutos do Chiado, num bairro feito de glamour e de paixão. No Glória "
Apartamento T1 com terraço perto da Av. da Liberdade,116.0,Praça da Alegria (São José),Em construção,"Apartamento T1 com 77m2 e terraço de 39m2 inserido num novo empreendimento localizado a apenas 4 minutos da Avenida da Liberdade.   No coração cosmopolita da cidade, e a 8 minutos do Chiado, num bairro feito de glamour e de "
Apartamento T3 Duplex na Graça,116.0,Graça (Santa Engrácia),Novo,"Apartamento T3 duplex com 102,43 m2 e varanda de 14 m2.  Constituído por sala com cozinha aberta, 3 quartos, 2 is e 1 suite, este apartamento localiza-se num dos bairros mais típicos de Lisboa, a Graça.   Inserido num novo "
Apartamento T3 Duplex na Graça,116.0,Graça (Santa Engrácia),Novo,"Apartamento T3 duplex com 102,43 m2 e varanda de 14 m2.  Constituído por sala com cozinha aberta, 3 quartos, 2 is e 1 suite, este apartamento localiza-se num dos bairros mais típicos de Lisboa, a Graça.   Inserido num novo "
Apartamento T2 Duplex na Graça,107.0,Graça (Santa Engrácia),Novo,"Apartamento T2 duplex com 92,77 m2 e varanda de 14 m2.  Constituído por sala com cozinha aberta, 2 quartos,2 is e 1 suite, este apartamento localiza-se num dos bairros mais típicos de Lisboa, a Graça.  Inserido num novo "
T2 a Estrear /Remodelado) - Serra das Minas,84.0,Serra das Minas (Rio de Mouro),Recuperado,"Prédio em Bom estado de conservação. Apartamento de 3 assoalhadas Totalmente Remodelado, com materiais e equipamentos de Qualidade. Boas áreas e exposição solar Nascente/Poente o que confere uma luminosidade durante todo o "
Apartamento T4+1 perto do Saldanha,231.0,Saldanha (São Jorge de Arroios),Usado,Apartamento T4+1 com 231m2 situado na zona da Estefânia a 3 minutos da Praça Duque de Saldanha.  O apartamento está inserido num edifício com elevador e porteiro e elegante lobby adornado a azulejo e mármore.  O apartamento 
"Excelente T3 nos Terraços da Ponte, Sacavém",171.0,Centro (Sacavém),Renovado,"Excelente T3 de construção recente, com excelente exposição solar (nascente /poente) e vista desafogada. Dispõe de áreas generosas e bem distribuídas, sala com 30m2, suíte com 18m2 e cozinha de 15m2. Acabamentos e "
T2 Duplex com terraço exclusivo e vista rio - para remodelar,200.0,Alto de São João (São João),Por recuperar,"Por favor, ler com atenção até ao final.  Apartamento duplex invertido - hall, suite e quarto no piso inferior; sala, cozinha, WC, terraço e arrecadação no piso superior.  Segundo andar direito, prédio sem elevador - não tem "
Duplex T3 + 2 c/ terraço,245.0,Centro (Pêro Moniz),Usado,"Oportunidade! Duplex inserido num prédio que dispõe de uma piscina e salão de festas comum na bonita Vila do Cadaval, a 10 min das praias e com uma boa exposição solar. Cozinha equipada com placa, forno e exaustor, com "
Excelente oportunidade - T2 na Amadora (Mina),55.0,Bairro da Mina (Mina),Usado,"Apartamento T2 em zona privilegiada da Amadora, perto de todo o comercio local (café,pastelarias, restaurantes, comercio diverso, mercados) perto do Jardim da Mina e com todos os transportes acessíveis bem como os acessos a "
Excelente T2 a estrear com varanda e arrecadação em Arruda dos Vinhos,90.0,Arruda dos Vinhos,Em construção,"A pouco mais de 4 km da entrada para a A10 e a 25 minutos de Lisboa estão localizados estes excelentes apartamentos, em fase de construção, de muito boa qualidade, situados numa das melhores zonas de Arruda dos Vinhos junto "
Apartamento T1 com terraço,136.0,Chiado (Santa Catarina),Em construção,"Apartamento T1 com 117,43 m2 e um terraço de 18,25 m2, situado em Santa Catarina, junto ao Chiado, inserido em um novo empreendimento que beneficia de uma localização extremamente central e privilegiada tornando-o assim num "
"T2 Duplex em Empreendimento novo, em plena Av. da República, junto à Praça do Campo Pequeno",145.0,Campo Pequeno (Nossa Senhora de Fátima),Novo,"T2 duplex em empreendimento novo, em plena Av. da República, junto à Praça do Campo Pequeno, uma das artérias mais prestigiadas e culturais de Lisboa. Com terraço, 2 lugares de estacionamento e arrecadação. O empreendimento "
Apartamento T2 com terraço,134.0,Chiado (Santa Catarina),Em construção,"Apartamento T2 com 125,63 m2 e um terraço de 8,74 m2, situado em Santa Catarina, junto ao Chiado, inserido em um novo empreendimento que beneficia de uma localização extremamente central e privilegiada tornando-o assim num "
Apartamento T2 duplex com estacionamento no Saldanha,82.0,Saldanha (Nossa Senhora de Fátima),Em construção,"Apartamento T2 duplex com 70m2, terraço de 6,10m2, varandas e estacionamento localizado no Saldanha, no coração das Avenidas Novas.  O imóvel está inserido num novo projecto singular de reabilitação urbana com 55 modernos "
Apartmento T2 em Santos,110.0,Santos (Santos-o-Velho),Em construção,"Apartamento T2 com 110,35 m2, com estacionamento e arrecadação, inserido num condomínio privado com jardim, piscina e sala de fitness na Rua das Janelas Verdes em Santos.   O condomínio situa-se ao lado do Tejo, junto ao "
Apartamento T3 em empreendimento de luxo na Avenida da Liberdade,193.0,Av. da Liberdade (Coração de Jesus),Em construção,Apartamento T3 de 193m2 com estacionamento e arrecadação em novo empreendimento de luxo na Avenida da Liberdade.  O LIBERDADE 49 é o novo empreendimento na Avenida da Liberdade. Um icónico edifício de esquina completamente 
Apartamento T2 em empreendimento de luxo na Avenida da Liberdade,155.0,Av. da Liberdade (Coração de Jesus),Em construção,Apartamento T2 de 155m2 com estacionamento e arrecadação em novo empreendimento de luxo na Avenida da Liberdade.  O LIBERDADE 49 é o novo empreendimento na Avenida da Liberdade. Um icónico edifício de esquina completamente 
Penthouse com terraço e piscina na Avenida da Liberdade,463.0,Av. da Liberdade (Coração de Jesus),Em construção,"Penthouse duplex T4+1 de 333m2 com um incrível terraço privativo de 131m2 com piscina e vista panorâmica sobre a Avenida da Liberdade, o Castelo de São Jorge e o rio ao fundo.  Este apartamento está inserido em novo "
Apartamento T3 na Avenida da Liberdade com estacionamento,133.0,Av. da Liberdade (Coração de Jesus),Novo,"Apartamento T3 de 118m2 com terraço de 28m2, estacionamento e arrecadação a 5 minutos da Avenida da Liberdade.  O edifício foi completamente renovado, mantendo a fachada original e oferece agora 4 apartamentos de luxo, 1 por "
Apartamento T2 com rendimento garantido na Junqueira,133.0,Junqueira,Em construção,"Apartamento T2 com 110m2 e varanda de 23,36m2 inserido no novo projeto imobiliário a nascer na frente ribeirinha de Lisboa, na Junqueira, associado a uma conhecida marca de hotelaria internacional e que proporciona retorno "
Apartamento T1 com rendimento garantido na Junqueira,81.0,Junqueira,Em construção,"Apartamento T1 com 65m2 e varanda de 15,58m2 inserido no novo projeto imobiliário a nascer na frente ribeirinha de Lisboa, na Junqueira, associado a uma conhecida marca de hotelaria internacional e que proporciona retorno "
Apartamento T1 com rendimento garantido na Junqueira,91.0,Junqueira,Em construção,"Apartamento T1 com 75m2 e varanda de 16,55m2 inserido no novo projeto imobiliário a nascer na frente ribeirinha de Lisboa, na Junqueira, associado a uma conhecida marca de hotelaria internacional e que proporciona retorno "
T1 em Benfica Totalmente Recuperado e Mobilado,72.0,Benfica,Recuperado,"T1 em Benfica Totalmente Recuperado e Mobilado. Cozinha + Sala c/ 35m2 com móveis em Branco e Cinza; Tampo em silestone cinza; Forno, Placa, Exaustor, Micro-ondas, Máquina de lavar louça encastrada, Máquina de lavar roupa "
Apartamento T3 com vista rio na Junqueira,229.0,Junqueira,Em construção,"Apartamento T3 com 177m2 e varanda de 51,81m2 inserido no novo projeto imobiliário a nascer na frente ribeirinha de Lisboa, na Junqueira, associado a uma conhecida marca de hotelaria internacional e que proporciona retorno "
Apartamento T3 no centro de Cascais,159.0,Centro (Cascais),Em construção,"Residência Farol, um apartamento T3 de 148m2 com varanda de 11m2 e 2 lugares de garagem.  O apartamento está inserido no novo empreendimento localizado no coração da Vila de Cascais.  Este edifício contemporâneo contrasta "
Apartamento T2 duplex com estacionamento no Saldanha,82.0,Saldanha (Nossa Senhora de Fátima),Em construção,"Apartamento T2 duplex com 70m2, terraço de 6,10m2, varandas e estacionamento localizado no Saldanha, no coração das Avenidas Novas.  O imóvel está inserido num novo projecto singular de reabilitação urbana com 55 modernos "
Apartamento T3 com terraço e estacionamento no Saldanha,197.0,Saldanha (Nossa Senhora de Fátima),Em construção,"Apartamento T3 com 184 m2, terraço de 13,3m2 e estacionamento localizado no Saldanha, no coração das Avenidas Novas.  O imóvel está inserido num novo projecto singular de reabilitação urbana com 55 modernos apartamentos T0 a "
Penthouse T3+1 no Parque das Nações,229.0,Parque das Nações,Em construção,Penthouse T3 com 196.6m2 e varanda de 32.53m2 com vista para o rio e a ponte Vasco da Gama em novo empreendimento de luxo no Parque das Nações.   O empreendimento distingue-se pelo seu serviço de concierge e pelo Club - o 
Apartamento T1 no Parque das Nações,73.0,Parque das Nações,Em construção,"Apartamento T1 com 64,60 m2 e varanda de 7,91 m2 com vista para o rio em novo empreendimento de luxo no Parque das Nações.   O empreendimento distingue-se pelo seu serviço de concierge e pelo Club - o local ideal para passar "
Apartamento T0 no Parque das Nações,39.0,Parque das Nações,Em construção,"Oportunidade de Investimento! Apartamento T0 com 38,76 m2 com vista para a avenida em novo empreendimento de luxo no Parque das Nações. Este apartamento tem rendimento garantido de 4% por ano durante 6 anos.   O "
Apartamento T2 no Parque das Nações,104.0,Parque das Nações,Em construção,Apartamento T2 com 96.36m2 em novo empreendimento de luxo no Parque das Nações.   O empreendimento distingue-se pelo seu serviço de concierge e pelo Club - o local ideal para passar tempo com a sua família com piscina 
Apartamento T3 no Parque das Nações,137.0,Parque das Nações,Em construção,Apartamento T3 com 129m2 e varanda de 8m2 com vista para a ponte Vasco da Gama em novo empreendimento de luxo no Parque das Nações.   O empreendimento distingue-se pelo seu serviço de concierge e pelo Club - o local ideal 
Apartamento T3 com estacionamento no Areeiro,149.0,Areeiro (São João de Deus),Em construção,"Apartamento T3 com 143m2 e terraço inserido em novo empreendimento a nascer no coração das Avenidas Novas em Lisboa.  De linhas simples e elegantes, em harmonia com a paisagem arquitetónica da zona envolvente, o edifício é "
Apartamento T2 com estacionamento no Areeiro,120.0,Areeiro (São João de Deus),Em construção,"Apartamento T2 com 120m2 inserido em novo empreendimento a nascer no coração das Avenidas Novas em Lisboa.  De linhas simples e elegantes, em harmonia com a paisagem arquitetónica da zona envolvente, o edifício é composto "
